id,rank,discipline,sex,salary
21924,AsstProf,A,Male,74000
21925,AsstProf,A,Female,78500
21926,Prof,A,Male,93000
21927,Prof,A,Male,107200
21928,Prof,A,Male,163200
21929,Prof,A,Male,107100
21930,Prof,A,Male,100600
21931,Prof,A,Male,136500
21932,Prof,A,Male,103600
21933,Prof,A,Male,57800
21934,Prof,A,Male,155865
21935,AssocProf,A,Male,88650
21936,AssocProf,A,Male,81800
21937,Prof,A,Male,115800
21938,AsstProf,A,Male,85000
21939,Prof,A,Male,150500
21940,AsstProf,A,Male,74000
21941,Prof,A,Male,174500
21942,Prof,A,Male,168500
21943,Prof,A,Male,183800
21944,AssocProf,A,Male,104800
21945,Prof,A,Male,107300
21946,Prof,A,Male,97150
21947,Prof,A,Male,126300
21948,Prof,A,Male,148800
21949,Prof,A,Male,72300
21950,AssocProf,A,Male,70700
21951,Prof,A,Male,88600
21952,Prof,A,Male,127100
21953,Prof,A,Male,170500
21954,Prof,A,Male,105260
21955,Prof,A,Male,144050
21956,Prof,A,Male,111350
21957,AsstProf,A,Male,74500
21958,Prof,A,Male,122500
21959,AsstProf,A,Male,74000
21960,Prof,A,Male,166800
21961,Prof,A,Male,92050
21962,Prof,A,Male,108100
21963,Prof,A,Male,94350
21964,Prof,A,Male,100351
21965,Prof,A,Male,146800
21966,AsstProf,B,Male,84716
21967,AssocProf,B,Female,71065
21968,Prof,B,Male,67559
21969,Prof,B,Male,134550
21970,Prof,B,Male,135027
21971,Prof,B,Male,104428
21972,AssocProf,B,Male,95642
21973,AssocProf,B,Male,126431
21974,Prof,B,Female,161101
21975,Prof,B,Male,162221
21976,AsstProf,B,Male,84500
21977,Prof,B,Male,124714
21978,Prof,B,Male,151650
21979,AssocProf,B,Male,99247
21980,Prof,B,Male,134778
21981,Prof,B,Male,192253
21982,Prof,B,Male,116518
21983,Prof,B,Female,105450
21984,Prof,B,Male,145098
21985,AssocProf,B,Female,104542
21986,Prof,B,Male,151445
21987,Prof,B,Male,98053
21988,Prof,B,Male,145000
21989,Prof,B,Male,128464
21990,Prof,B,Male,137317
21991,Prof,B,Male,106231
21992,Prof,B,Female,124312
21993,Prof,B,Male,114596
21994,Prof,B,Male,162150
21995,Prof,B,Male,150376
21996,Prof,B,Male,107986
21997,Prof,B,Male,142023
21998,Prof,B,Male,128250
21999,AsstProf,B,Male,80139
22000,Prof,B,Male,144309
22001,Prof,B,Male,186960
22002,Prof,B,Male,93519
22003,Prof,B,Male,142500
22004,Prof,B,Male,138000
22005,AsstProf,B,Male,83600
22006,Prof,B,Male,145028
22007,Prof,A,Male,88709
22008,Prof,A,Male,107309
22009,Prof,A,Female,109954
22010,AsstProf,A,Male,78785
22011,Prof,A,Male,121946
22012,Prof,A,Female,109646
22013,Prof,A,Male,138771
22014,AssocProf,A,Male,81285
22015,Prof,A,Male,205500
22016,Prof,B,Male,128148
22017,AsstProf,B,Male,92000
22018,Prof,B,Male,111168
22019,AssocProf,B,Female,103994
22020,AsstProf,B,Male,92000
22021,Prof,B,Male,118971
22022,AssocProf,B,Male,113341
22023,AsstProf,B,Male,88000
22024,AssocProf,B,Male,95408
22025,Prof,B,Male,137167
22026,AsstProf,B,Male,89516
22027,Prof,B,Male,176500
22028,AssocProf,B,Male,98510
22029,AsstProf,B,Male,89942
22030,AsstProf,B,Male,88795
22031,Prof,B,Male,105890
22032,Prof,B,Male,167284
22033,Prof,B,Male,130664
22034,AssocProf,B,Male,101210
22035,Prof,B,Male,181257
22036,AsstProf,B,Male,91227
22037,Prof,B,Male,151575
22038,Prof,B,Male,93164
22039,Prof,B,Male,134185
22040,AssocProf,B,Male,105000
22041,Prof,B,Male,111751
22042,AssocProf,B,Male,95436
22043,AssocProf,B,Male,100944
22044,Prof,B,Male,147349
22045,AsstProf,B,Female,92000
22046,Prof,B,Male,142467
22047,Prof,B,Male,141136
22048,AssocProf,B,Male,100000
22049,Prof,B,Male,150000
22050,Prof,B,Male,101000
22051,Prof,B,Male,134000
22052,AssocProf,B,Female,103750
22053,Prof,B,Male,107500
22054,AssocProf,B,Male,106300
22055,Prof,B,Male,153750
22056,Prof,B,Male,180000
22057,Prof,B,Male,133700
22058,Prof,B,Male,122100
22059,AssocProf,B,Male,86250
22060,AssocProf,B,Male,90000
22061,AssocProf,B,Male,113600
22062,AsstProf,B,Male,92700
22063,AsstProf,B,Male,92000
22064,Prof,B,Male,189409
22065,Prof,B,Male,114500
22066,AsstProf,B,Male,92700
22067,Prof,B,Male,119700
22068,Prof,B,Male,160400
22069,Prof,B,Male,152500
22070,Prof,B,Male,165000
22071,Prof,B,Male,96545
22072,Prof,B,Male,162200
22073,Prof,B,Male,120000
22074,AsstProf,B,Male,91300
22075,Prof,B,Male,163200
22076,AsstProf,B,Male,91000
22077,Prof,B,Male,111350
22078,Prof,B,Male,128400
22079,Prof,B,Male,126200
22080,AssocProf,B,Male,118700
22081,Prof,B,Male,145350
22082,Prof,B,Male,146000
22083,AssocProf,B,Male,105350
22084,AssocProf,B,Female,109650
22085,Prof,B,Male,119500
22086,Prof,B,Male,170000
22087,Prof,B,Male,145200
22088,AssocProf,B,Male,107150
22089,Prof,B,Male,129600
22090,Prof,A,Male,87800
22091,Prof,A,Male,122400
22092,AsstProf,A,Male,63900
22093,AssocProf,A,Male,70000
22094,Prof,A,Male,88175
22095,Prof,A,Male,133900
22096,Prof,A,Female,91000
22097,AssocProf,A,Female,73300
22098,Prof,A,Male,148750
22099,Prof,A,Female,117555
22100,AsstProf,A,Male,69700
22101,Prof,A,Male,81700
22102,Prof,A,Male,114000
22103,AsstProf,A,Female,63100
22104,Prof,A,Male,77202
22105,Prof,A,Male,96200
22106,AsstProf,A,Male,69200
22107,Prof,A,Male,122875
22108,Prof,A,Male,102600
22109,Prof,A,Male,108200
22110,Prof,A,Male,84273
22111,Prof,A,Female,90450
22112,Prof,A,Male,91100
22113,Prof,A,Male,101100
22114,Prof,A,Male,128800
22115,Prof,A,Male,204000
22116,Prof,A,Male,109000
22117,Prof,A,Male,102000
22118,Prof,A,Male,132000
22119,AsstProf,A,Female,77500
22120,Prof,A,Female,116450
22121,AssocProf,A,Male,83000
22122,Prof,A,Male,140300
22123,AssocProf,A,Male,74000
22124,AsstProf,A,Male,73800
22125,Prof,A,Male,92550
22126,AssocProf,A,Male,88600
22127,Prof,A,Male,107550
22128,Prof,A,Male,121200
22129,Prof,A,Male,126000
22130,Prof,A,Male,99000
22131,Prof,A,Male,134800
22132,Prof,A,Male,143940
22133,Prof,A,Male,104350
22134,Prof,A,Male,89650
22135,Prof,A,Male,103700
22136,Prof,A,Male,143250
22137,Prof,A,Male,194800
22138,AsstProf,A,Male,73000
22139,AsstProf,A,Male,74000
22140,AsstProf,A,Female,78500
22141,Prof,A,Male,93000
22142,Prof,A,Male,107200
22143,Prof,A,Male,163200
22144,Prof,A,Male,107100
22145,Prof,A,Male,100600
22146,Prof,A,Male,136500
22147,Prof,A,Male,103600
22148,Prof,A,Male,57800
22149,Prof,A,Male,155865
22150,AssocProf,A,Male,88650
22151,AssocProf,A,Male,81800
22152,Prof,A,Male,115800
22153,AsstProf,A,Male,85000
22154,Prof,A,Male,150500
22155,AsstProf,A,Male,74000
22156,Prof,A,Male,174500
22157,Prof,A,Male,168500
22158,Prof,A,Male,183800
22159,AssocProf,A,Male,104800
22160,Prof,A,Male,107300
22161,Prof,A,Male,97150
22162,Prof,A,Male,126300
22163,Prof,A,Male,148800
22164,Prof,A,Male,72300
22165,AssocProf,A,Male,70700
22166,Prof,A,Male,88600
22167,Prof,A,Male,127100
22168,Prof,A,Male,170500
22169,Prof,A,Male,105260
22170,Prof,A,Male,144050
22171,Prof,A,Male,111350
22172,AsstProf,A,Male,74500
22173,Prof,A,Male,122500
22174,AsstProf,A,Male,74000
22175,Prof,A,Male,166800
22176,Prof,A,Male,92050
22177,Prof,A,Male,108100
22178,Prof,A,Male,94350
22179,Prof,A,Male,100351
22180,Prof,A,Male,146800
22181,AsstProf,B,Male,84716
22182,AssocProf,B,Female,71065
22183,Prof,B,Male,67559
22184,Prof,B,Male,134550
22185,Prof,B,Male,135027
22186,Prof,B,Male,104428
22187,AssocProf,B,Male,95642
22188,AssocProf,B,Male,126431
22189,Prof,B,Female,161101
22190,Prof,B,Male,162221
22191,AsstProf,B,Male,84500
22192,Prof,B,Male,124714
22193,Prof,B,Male,151650
22194,AssocProf,B,Male,99247
22195,Prof,B,Male,134778
22196,Prof,B,Male,192253
22197,Prof,B,Male,116518
22198,Prof,B,Female,105450
22199,Prof,B,Male,145098
22200,AssocProf,B,Female,104542
22201,Prof,B,Male,151445
22202,Prof,B,Male,98053
22203,Prof,B,Male,145000
22204,Prof,B,Male,128464
22205,Prof,B,Male,137317
22206,Prof,B,Male,106231
22207,Prof,B,Female,124312
22208,Prof,B,Male,114596
22209,Prof,B,Male,162150
22210,Prof,B,Male,150376
22211,Prof,B,Male,107986
22212,Prof,B,Male,142023
22213,Prof,B,Male,128250
22214,AsstProf,B,Male,80139
22215,Prof,B,Male,144309
22216,Prof,B,Male,186960
22217,Prof,B,Male,93519
22218,Prof,B,Male,142500
22219,Prof,B,Male,138000
22220,AsstProf,B,Male,83600
22221,Prof,B,Male,145028
22222,Prof,A,Male,88709
22223,Prof,A,Male,107309
22224,Prof,A,Female,109954
22225,AsstProf,A,Male,78785
22226,Prof,A,Male,121946
22227,Prof,A,Female,109646
22228,Prof,A,Male,138771
22229,AssocProf,A,Male,81285
22230,Prof,A,Male,205500
22231,Prof,A,Male,101036
22232,Prof,A,Male,115435
22233,AssocProf,A,Male,108413
22234,Prof,A,Male,131950
22235,Prof,A,Male,134690
22236,AssocProf,A,Male,78182
22237,Prof,A,Male,110515
22238,Prof,A,Male,109707
22239,Prof,A,Male,136660
22240,Prof,A,Male,103275
22241,Prof,A,Male,103649
22242,AsstProf,A,Male,74856
22243,AsstProf,A,Male,77081
22244,Prof,A,Male,150680
22245,AssocProf,A,Male,104121
22246,AsstProf,A,Male,75996
22247,Prof,A,Male,172505
22248,AssocProf,A,Male,86895
22249,Prof,A,Male,105000
22250,Prof,A,Male,125192
22251,Prof,A,Male,114330
22252,Prof,A,Male,139219
22253,Prof,A,Male,109305
22254,Prof,A,Male,119450
22255,Prof,A,Male,186023
22256,Prof,A,Male,166605
22257,Prof,A,Male,151292
22258,Prof,A,Male,103106
22259,Prof,A,Male,150564
22260,Prof,A,Male,101738
22261,Prof,A,Male,95329
22262,AsstProf,A,Male,81035
22263,Prof,A,Male,102000
22264,Prof,A,Male,132000
22265,AsstProf,A,Female,77500
22266,Prof,A,Female,116450
22267,AssocProf,A,Male,83000
22268,Prof,A,Male,140300
22269,AssocProf,A,Male,74000
22270,AsstProf,A,Male,73800
22271,Prof,A,Male,92550
22272,AssocProf,A,Male,88600
22273,Prof,A,Male,107550
22274,Prof,A,Male,121200
22275,Prof,A,Male,126000
22276,Prof,A,Male,99000
22277,Prof,A,Male,134800
22278,Prof,A,Male,143940
22279,Prof,A,Male,104350
22280,Prof,A,Male,89650
22281,Prof,A,Male,103700
22282,Prof,A,Male,143250
22283,Prof,A,Male,194800
22284,AsstProf,A,Male,73000
22285,AsstProf,A,Male,74000
22286,AsstProf,A,Female,78500
22287,Prof,A,Male,93000
22288,Prof,A,Male,107200
22289,Prof,A,Male,163200
22290,Prof,A,Male,107100
22291,Prof,A,Male,100600
22292,Prof,A,Male,136500
22293,Prof,A,Male,103600
22294,Prof,A,Male,57800
22295,Prof,A,Male,155865
22296,AssocProf,A,Male,88650
22297,AssocProf,A,Male,81800
22298,Prof,A,Male,115800
22299,AsstProf,A,Male,85000
22300,Prof,A,Male,150500
22301,AsstProf,A,Male,74000
22302,Prof,A,Male,174500
22303,Prof,A,Male,168500
22304,Prof,A,Male,183800
22305,AssocProf,A,Male,104800
22306,Prof,A,Male,107300
22307,Prof,A,Male,97150
22308,Prof,A,Male,126300
22309,Prof,A,Male,148800
22310,Prof,A,Male,72300
22311,AssocProf,A,Male,70700
22312,Prof,A,Male,88600
22313,Prof,A,Male,127100
22314,Prof,A,Male,170500
22315,Prof,A,Male,105260
22316,Prof,A,Male,144050
22317,Prof,A,Male,111350
22318,AsstProf,A,Male,74500
22319,Prof,A,Male,122500
22320,AsstProf,A,Male,74000
22321,Prof,A,Male,166800
22322,Prof,A,Male,92050
22323,Prof,A,Male,108100
22324,Prof,A,Male,94350
22325,Prof,A,Male,100351
22326,Prof,A,Male,146800
22327,AsstProf,B,Male,84716
22328,AssocProf,B,Female,71065
22329,Prof,B,Male,67559
22330,Prof,B,Male,134550
22331,Prof,B,Male,135027
22332,Prof,B,Male,104428
22333,AssocProf,B,Male,95642
22334,AssocProf,B,Male,126431
22335,Prof,B,Female,161101
22336,Prof,B,Male,162221
22337,AsstProf,B,Male,84500
22338,Prof,B,Male,124714
22339,Prof,B,Male,151650
22340,AssocProf,B,Male,99247
22341,Prof,B,Male,134778
22342,Prof,B,Male,192253
22343,Prof,B,Male,116518
22344,Prof,B,Female,105450
22345,Prof,B,Male,145098
22346,AssocProf,B,Female,104542
22347,Prof,B,Male,151445
22348,Prof,B,Male,98053
22349,Prof,B,Male,145000
22350,Prof,B,Male,128464
22351,Prof,B,Male,137317
22352,Prof,B,Male,106231
22353,Prof,B,Female,124312
22354,Prof,B,Male,114596
22355,Prof,B,Male,162150
22356,Prof,B,Male,150376
22357,Prof,B,Male,107986
22358,Prof,B,Male,142023
22359,Prof,B,Male,128250
22360,AsstProf,B,Male,80139
22361,Prof,B,Male,144309
22362,Prof,B,Male,186960
22363,Prof,B,Male,93519
22364,Prof,B,Male,142500
22365,Prof,B,Male,138000
22366,AsstProf,B,Male,83600
22367,Prof,B,Male,145028
22368,Prof,A,Male,88709
22369,Prof,A,Male,107309
22370,Prof,A,Female,109954
22371,AsstProf,A,Male,78785
22372,Prof,A,Male,121946
22373,Prof,A,Female,109646
22374,Prof,A,Male,138771
22375,AssocProf,A,Male,81285
22376,Prof,A,Male,205500
22377,Prof,B,Male,107986
22378,Prof,B,Male,142023
22379,Prof,B,Male,128250
22380,AsstProf,B,Male,80139
22381,Prof,B,Male,144309
22382,Prof,B,Male,186960
22383,Prof,B,Male,93519
22384,Prof,B,Male,142500
22385,Prof,B,Male,138000
22386,AsstProf,B,Male,83600
22387,Prof,B,Male,145028
22388,Prof,A,Male,88709
22389,Prof,A,Male,107309
22390,Prof,A,Female,109954
22391,AsstProf,A,Male,78785
22392,Prof,A,Male,121946
22393,Prof,A,Female,109646
22394,Prof,A,Male,138771
22395,AssocProf,A,Male,81285
22396,Prof,A,Female,109954
22397,AsstProf,A,Male,78785
22398,Prof,A,Male,121946
22399,Prof,A,Female,109646
22400,Prof,A,Male,138771
22401,AssocProf,A,Male,81285
22402,Prof,A,Male,205500
22403,Prof,B,Male,107986
22404,Prof,B,Male,142023
22405,Prof,B,Male,128250
22406,AsstProf,B,Male,80139
22407,Prof,B,Male,144309
22408,Prof,B,Male,186960
22409,Prof,B,Male,93519
22410,Prof,B,Male,142500
22411,Prof,B,Male,138000
22412,AsstProf,B,Male,83600
22413,Prof,B,Male,145028
22414,Prof,A,Male,88709
22415,Prof,A,Male,107309
22416,Prof,A,Female,109954
22417,AsstProf,A,Male,78785
22418,Prof,A,Male,121946
22419,Prof,A,Female,109646
22420,Prof,A,Male,138771
22421,AssocProf,A,Male,81285
22422,Prof,A,Female,109954
22423,AsstProf,A,Male,78785
22424,Prof,A,Male,121946
22425,Prof,A,Female,109646
22426,Prof,A,Male,138771
22427,AssocProf,A,Male,81285
22428,Prof,A,Male,205500
22429,Prof,B,Male,107986
22430,Prof,B,Male,142023
22431,Prof,B,Male,128250
22432,AsstProf,B,Male,80139
22433,Prof,B,Male,144309
22434,Prof,B,Male,186960
22435,Prof,B,Male,93519
22436,Prof,B,Male,142500
22437,Prof,A,Male,115313
22438,Prof,A,Male,124309
22439,Prof,A,Male,97262
22440,AssocProf,A,Female,62884
22441,Prof,A,Male,96614
22442,Prof,A,Male,78162
22443,Prof,A,Male,155500
22444,AsstProf,A,Female,72500
22445,Prof,A,Male,113278
22446,AsstProf,A,Male,73000
22447,AssocProf,A,Male,83001
22448,Prof,A,Male,76840
22449,AssocProf,A,Female,77500
22450,AsstProf,A,Female,72500
22451,Prof,A,Male,168635
22452,Prof,A,Male,136000
22453,Prof,A,Male,108262
22454,Prof,A,Male,105668
22455,AssocProf,A,Male,73877
22456,Prof,A,Male,152664
22457,AssocProf,A,Male,100102
22458,AssocProf,A,Male,81500
22459,Prof,A,Male,106608
22460,AsstProf,B,Male,89942
22461,Prof,B,Male,112696
22462,Prof,B,Male,119015
22463,AsstProf,B,Male,92000
22464,Prof,B,Male,156938
22465,Prof,B,Female,144651
22466,AsstProf,B,Male,95079
22467,Prof,B,Male,128148
22468,AsstProf,B,Male,92000
22469,Prof,B,Male,111168
22470,AssocProf,B,Female,103994
22471,AsstProf,B,Male,92000
22472,Prof,B,Male,118971
22473,AssocProf,B,Male,113341
22474,AsstProf,B,Male,88000
22475,AssocProf,B,Male,95408
22476,Prof,B,Male,137167
22477,AsstProf,B,Male,89516
22478,Prof,B,Male,176500
22479,AssocProf,B,Male,98510
22480,AsstProf,B,Male,89942
22481,AsstProf,B,Male,88795
22482,Prof,B,Male,105890
22483,Prof,B,Male,167284
22484,Prof,B,Male,130664
22485,AssocProf,B,Male,101210
22486,Prof,B,Male,181257
22487,AsstProf,B,Male,91227
22488,Prof,B,Male,151575
22489,Prof,B,Male,93164
22490,Prof,B,Male,134185
22491,AssocProf,B,Male,105000
22492,Prof,B,Male,111751
22493,AssocProf,B,Male,95436
22494,AssocProf,B,Male,100944
22495,Prof,B,Male,147349
22496,AsstProf,B,Female,92000
22497,Prof,B,Male,142467
22498,Prof,B,Male,141136
22499,AssocProf,B,Male,100000
22500,Prof,B,Male,150000
22501,Prof,B,Male,101000
22502,Prof,B,Male,134000
22503,AssocProf,B,Female,103750
22504,Prof,B,Male,107500
22505,AssocProf,B,Male,106300
22506,Prof,B,Male,153750
22507,Prof,B,Male,180000
22508,Prof,B,Male,133700
22509,Prof,B,Male,122100
22510,AssocProf,B,Male,86250
22511,AssocProf,B,Male,90000
22512,AssocProf,B,Male,113600
22513,AsstProf,B,Male,92700
22514,AsstProf,B,Male,92000
22515,Prof,B,Male,189409
22516,Prof,B,Male,114500
22517,AsstProf,B,Male,92700
22518,Prof,B,Male,119700
22519,Prof,B,Male,160400
22520,Prof,B,Male,152500
22521,Prof,B,Male,165000
22522,Prof,B,Male,96545
22523,Prof,B,Male,162200
22524,Prof,B,Male,120000
22525,AsstProf,B,Male,91300
22526,Prof,B,Male,163200
22527,AsstProf,B,Male,91000
22528,Prof,B,Male,111350
22529,Prof,B,Male,128400
22530,Prof,B,Male,126200
22531,AssocProf,B,Male,118700
22532,Prof,B,Male,145350
22533,Prof,B,Male,146000
22534,AssocProf,B,Male,105350
22535,AssocProf,B,Female,109650
22536,Prof,B,Male,119500
22537,Prof,B,Male,170000
22538,Prof,B,Male,145200
22539,AssocProf,B,Male,107150
22540,Prof,B,Male,129600
22541,Prof,A,Male,87800
22542,Prof,A,Male,122400
22543,AsstProf,A,Male,63900
22544,AssocProf,A,Male,70000
22545,Prof,A,Male,88175
22546,Prof,A,Male,133900
22547,Prof,A,Female,91000
22548,AssocProf,A,Female,73300
22549,Prof,A,Male,148750
22550,Prof,A,Female,117555
22551,AsstProf,A,Male,69700
22552,Prof,A,Male,81700
22553,Prof,A,Male,114000
22554,AsstProf,A,Female,63100
22555,Prof,A,Male,77202
22556,Prof,A,Male,96200
22557,AsstProf,A,Male,69200
22558,Prof,A,Male,122875
22559,Prof,A,Male,102600
22560,Prof,A,Male,108200
22561,Prof,A,Male,84273
22562,Prof,A,Female,90450
22563,Prof,A,Male,91100
22564,Prof,A,Male,101100
22565,Prof,A,Male,128800
22566,Prof,A,Male,204000
22567,Prof,A,Male,109000
22568,Prof,A,Male,102000
22569,Prof,A,Male,132000
22570,AsstProf,A,Female,77500
22571,Prof,A,Female,116450
22572,AssocProf,A,Male,83000
22573,Prof,A,Male,140300
22574,AssocProf,A,Male,74000
22575,AsstProf,A,Male,73800
22576,Prof,A,Male,92550
22577,AssocProf,A,Male,88600
22578,Prof,A,Male,107550
22579,Prof,A,Male,121200
22580,Prof,A,Male,126000
22581,Prof,A,Male,99000
22582,Prof,A,Male,134800
22583,Prof,A,Male,143940
22584,Prof,A,Male,104350
22585,Prof,A,Male,89650
22586,Prof,A,Male,103700
22587,Prof,A,Male,143250
22588,Prof,A,Male,194800
22589,AsstProf,A,Male,73000
22590,AsstProf,A,Male,74000
22591,AsstProf,A,Female,78500
22592,Prof,A,Male,93000
22593,Prof,A,Male,107200
22594,Prof,A,Male,163200
22595,Prof,A,Male,107100
22596,Prof,A,Male,100600
22597,Prof,A,Male,136500
22598,Prof,A,Male,103600
22599,Prof,A,Male,57800
22600,Prof,A,Male,155865
22601,AssocProf,A,Male,88650
22602,AssocProf,A,Male,81800
22603,Prof,A,Male,115800
22604,AsstProf,A,Male,85000
22605,Prof,A,Male,150500
22606,AsstProf,A,Male,74000
22607,Prof,A,Male,174500
22608,Prof,A,Male,168500
22609,Prof,A,Male,183800
22610,AssocProf,A,Male,104800
22611,Prof,A,Male,107300
22612,Prof,A,Male,97150
22613,Prof,A,Male,126300
22614,Prof,A,Male,148800
22615,Prof,A,Male,72300
22616,AssocProf,A,Male,70700
22617,Prof,A,Male,88600
22618,Prof,A,Male,127100
22619,Prof,A,Male,170500
22620,Prof,A,Male,105260
22621,Prof,A,Male,144050
22622,Prof,A,Male,111350
22623,AsstProf,A,Male,74500
22624,Prof,A,Male,122500
22625,AsstProf,A,Male,74000
22626,Prof,A,Male,166800
22627,Prof,A,Male,92050
22628,Prof,A,Male,108100
22629,Prof,A,Male,94350
22630,Prof,A,Male,100351
22631,Prof,A,Male,146800
22632,AsstProf,B,Male,84716
22633,AssocProf,B,Female,71065
22634,Prof,B,Male,67559
22635,Prof,B,Male,134550
22636,Prof,B,Male,135027
22637,Prof,B,Male,104428
22638,AssocProf,B,Male,95642
22639,AssocProf,B,Male,126431
22640,Prof,B,Female,161101
22641,Prof,B,Male,162221
22642,AsstProf,B,Male,84500
22643,Prof,B,Male,124714
22644,Prof,B,Male,151650
22645,AssocProf,B,Male,99247
22646,Prof,B,Male,134778
22647,Prof,B,Male,192253
22648,Prof,B,Male,116518
22649,Prof,B,Female,105450
22650,Prof,B,Male,145098
22651,AssocProf,B,Female,104542
22652,Prof,B,Male,151445
22653,Prof,B,Male,98053
22654,Prof,B,Male,145000
22655,Prof,B,Male,128464
22656,Prof,B,Male,137317
22657,Prof,B,Male,106231
22658,Prof,B,Female,124312
22659,Prof,B,Male,114596
22660,Prof,B,Male,162150
22661,Prof,B,Male,150376
22662,Prof,B,Male,107986
22663,Prof,B,Male,142023
22664,Prof,B,Male,128250
22665,AsstProf,B,Male,80139
22666,Prof,B,Male,144309
22667,Prof,B,Male,186960
22668,Prof,B,Male,93519
22669,Prof,B,Male,142500
22670,Prof,B,Male,138000
22671,AsstProf,B,Male,83600
22672,Prof,B,Male,145028
22673,Prof,A,Male,88709
22674,Prof,A,Male,107309
22675,Prof,A,Female,109954
22676,AsstProf,A,Male,78785
22677,Prof,A,Male,121946
22678,Prof,A,Female,109646
22679,Prof,A,Male,138771
22680,AssocProf,A,Male,81285
22681,Prof,A,Male,205500
22682,Prof,A,Male,101036
22683,Prof,A,Male,115435
22684,AssocProf,A,Male,108413
22685,Prof,A,Male,131950
22686,Prof,A,Male,134690
22687,AssocProf,A,Male,78182
22688,Prof,A,Male,110515
22689,Prof,A,Male,109707
22690,Prof,A,Male,136660
22691,Prof,A,Male,103275
22692,Prof,A,Male,103649
22693,AsstProf,A,Male,74856
22694,AsstProf,A,Male,77081
22695,Prof,A,Male,150680
22696,AssocProf,A,Male,104121
22697,AsstProf,A,Male,75996
22698,Prof,A,Male,172505
22699,AssocProf,A,Male,86895
22700,Prof,A,Male,105000
22701,Prof,A,Male,125192
22702,Prof,A,Male,114330
22703,Prof,A,Male,139219
22704,Prof,A,Male,109305
22705,Prof,A,Male,119450
22706,Prof,A,Male,186023
22707,Prof,A,Male,166605
22708,Prof,A,Male,151292
22709,Prof,A,Male,103106
22710,Prof,A,Male,150564
22711,Prof,A,Male,101738
22712,Prof,A,Male,95329
22713,AsstProf,A,Male,81035
22714,Prof,A,Male,102000
22715,Prof,A,Male,132000
22716,AsstProf,A,Female,77500
22717,Prof,A,Female,116450
22718,AssocProf,A,Male,83000
22719,Prof,A,Male,140300
22720,AssocProf,A,Male,74000
22721,AsstProf,A,Male,73800
22722,Prof,A,Male,92550
22723,AssocProf,A,Male,88600
22724,Prof,A,Male,107550
22725,Prof,A,Male,121200
22726,Prof,A,Male,126000
22727,Prof,A,Male,99000
22728,Prof,A,Male,134800
22729,Prof,A,Male,143940
22730,Prof,A,Male,104350
22731,Prof,A,Male,89650
22732,Prof,A,Male,103700
22733,Prof,A,Male,143250
22734,Prof,A,Male,194800
22735,AsstProf,A,Male,73000
22736,AsstProf,A,Male,74000
22737,AsstProf,A,Female,78500
22738,Prof,A,Male,93000
22739,Prof,A,Male,107200
22740,Prof,A,Male,163200
22741,Prof,A,Male,107100
22742,Prof,A,Male,100600
22743,Prof,A,Male,136500
22744,Prof,A,Male,103600
22745,Prof,A,Male,57800
22746,Prof,A,Male,155865
22747,AssocProf,A,Male,88650
22748,AssocProf,A,Male,81800
22749,Prof,A,Male,115800
22750,AsstProf,A,Male,85000
22751,Prof,A,Male,150500
